TABREF JENIS_KURSUS_ID,Update: 16/01/2023,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
A5EB03E202FEF6A0E040640A040252AD,LAT PENANGANAN KES. HEWAN AYAM BURAS,,,,,,
A5EB03E202FFF6A0E040640A040252AD,LAT PENANGGUL PETERNAKAN PENDPTAN RENDAH,,,,,,
A5EB03E20305F6A0E040640A040252AD,"LAT PENGAMAT HAMA, ISKARA TEH PRODUKSI",,,,,,
A5EB03E20318F6A0E040640A040252AD,LAT PERENC. & TATA LAKSANA PEMBANG. DRH,,,,,,
A5EB03E20378F6A0E040640A040252AD,LAT PERENC. & TATA LAKSANA PEMBANG. DRH,,,,,,
A5EB03E20316F6A0E040640A040252AD,LAT PERENC.ADM. BAGI KETUA BAPPEDA,,,,,,
A5EB03E2039AF6A0E040640A040252AD,LAT PREPARATION MONITOR&EVAL DEVL PROJ.,,,,,,
A5EB03E2039CF6A0E040640A040252AD,LAT PROG. INTEGRASI KB KELAPA HIBRIDA,,,,,,
A5EB03E203ABF6A0E040640A040252AD,LAT STAF PENYULUHAN SUB SEKT NON PANGAN,,,,,,
A5EB03E203ADF6A0E040640A040252AD,LAT STATISTIK PENGOLAH DATA PERIKANAN,,,,,,
A5EB03E202DEF6A0E040640A040252AD,LAT TRAMP.REPRO.&KONTROL STERILISASI PHM,,,,,,
A5EB03E20466F6A0E040640A040252AD,LAT.GAS LAP. PELAYANAN ANAK TERLANTAR,,,,,,
A5EB03E20361F6A0E040640A040252AD,LATIHAN ADM PERENC PEMBANGUNAN,,,,,,
A5EB03E20363F6A0E040640A040252AD,LATIHAN ANALIS MGT KB KESEHATAN TERPADU,,,,,,
A5EB03E20364F6A0E040640A040252AD,LATIHAN AUDIO VISUAL AID,,,,,,
A5EB03E20366F6A0E040640A040252AD,LATIHAN BERCOCOK TANAM,,,,,,
A5EB03E20367F6A0E040640A040252AD,LATIHAN BERCOCOK TANAMAN UBI KAYU,,,,,,
A5EB03E20368F6A0E040640A040252AD,LATIHAN BINA MUTU IKAN,,,,,,
A5EB03E20369F6A0E040640A040252AD,LATIHAN BUDIDAYA AIR PAYAU,,,,,,
A5EB03E2036AF6A0E040640A040252AD,LATIHAN BUDIDAYA AYAM BURAS,,,,,,
A5EB03E2036BF6A0E040640A040252AD,LATIHAN BUDIDAYA JERUK,,,,,,
A5EB03E2036CF6A0E040640A040252AD,LATIHAN BUDIDAYA PERIKANAN,,,,,,
A5EB03E2036DF6A0E040640A040252AD,LATIHAN CAMAT,,,,,,
A5EB03E2036EF6A0E040640A040252AD,LATIHAN DASAR KARET,,,,,,
A5EB03E2036FF6A0E040640A040252AD,LATIHAN DASAR PENYULUH,,,,,,
A5EB03E20370F6A0E040640A040252AD,LATIHAN DASAR PENYULUHAN P LAPANGAN,,,,,,
A5EB03E20371F6A0E040640A040252AD,LATIHAN DASAR PERENCANAAN,,,,,,
A5EB03E20372F6A0E040640A040252AD,LATIHAN DASAR PERLINDUNGAN TANAMAN,,,,,,
A5EB03E20373F6A0E040640A040252AD,LATIHAN DASAR PPL,,,,,,
A5EB03E20374F6A0E040640A040252AD,LATIHAN DASAR PPL/TEKNIS PERKEBUNAN,,,,,,
A5EB03E20375F6A0E040640A040252AD,LATIHAN DOKTER HEWAN KARANTINA,,,,,,
A5EB03E20376F6A0E040640A040252AD,LATIHAN HAMA PENYAKIT IKAN,,,,,,
A5EB03E20377F6A0E040640A040252AD,LATIHAN HAMA TANAMAN PERKEBUNAN,,,,,,
A5EB03E202C7F6A0E040640A040252AD,LATIHAN IDENTIFIKASI PENYAKIT,,,,,,
A5EB03E202C8F6A0E040640A040252AD,LATIHAN IMPAC POIN,,,,,,
A5EB03E202C9F6A0E040640A040252AD,LATIHAN INPACT POIN,,,,,,
A5EB03E202CAF6A0E040640A040252AD,LATIHAN INSEMINASI BUATAN,,,,,,
A5EB03E202CBF6A0E040640A040252AD,LATIHAN INSTESIPIKASI TERNAK KEJA,,,,,,
A5EB03E202D6F6A0E040640A040252AD,LATIHAN KA SEKSI PRODUKSI,,,,,,
A5EB03E202D3F6A0E040640A040252AD,LATIHAN KAMBING DAN BIRI-BIR,,,,,,
A5EB03E202D4F6A0E040640A040252AD,LATIHAN KARES PERIKANAN,,,,,,
A5EB03E202D5F6A0E040640A040252AD,LATIHAN KASI PENYULUHAN,,,,,,
A5EB03E202D7F6A0E040640A040252AD,LATIHAN KEBUN BENIH,,,,,,
A5EB03E2035FF6A0E040640A040252AD,LATIHAN KELAPA UPP KOPI,,,,,,
A5EB03E202D8F6A0E040640A040252AD,LATIHAN KEPEMP HFA.KBS BAGI PUSKESMAS,,,,,,
A5EB03E202E1F6A0E040640A040252AD,LATIHAN KEUANGAN,,,,,,
A5EB03E202E9F6A0E040640A040252AD,LATIHAN MAKANISME PERTANIAN,,,,,,
A5EB03E202E4F6A0E040640A040252AD,LATIHAN MANAJEMEN PEMBIBITAN KELAPA,,,,,,
A5EB03E202EBF6A0E040640A040252AD,LATIHAN MANAJEMEN PIMPINAN PUSKESMAS,,,,,,
A5EB03E202E6F6A0E040640A040252AD,LATIHAN MANAJEMEN PROGRAM KB,,,,,,
A5EB03E202E7F6A0E040640A040252AD,LATIHAN MANAJEMEN USAHA TANAH,,,,,,
A5EB03E202E8F6A0E040640A040252AD,LATIHAN MANTRI TANI,,,,,,
A5EB03E202ECF6A0E040640A040252AD,LATIHAN MINA PADI,,,,,,
A5EB03E202EDF6A0E040640A040252AD,LATIHAN MODUL 3,,,,,,
A5EB03E203A0F6A0E040640A040252AD,LATIHAN MONITORING DAN EVALUASI,,,,,,
A5EB03E202EEF6A0E040640A040252AD,LATIHAN OPERATOR PESAWAT FAX,,,,,,
A5EB03E202F0F6A0E040640A040252AD,LATIHAN ORIENTASI PPM,,,,,,
A5EB03E202EFF6A0E040640A040252AD,LATIHAN ORINTASI KB GENERASI MUDA,,,,,,
A5EB03E202F3F6A0E040640A040252AD,LATIHAN PELATIHAN KADER PEMBANGUNAN DESA,,,,,,
A5EB03E202F4F6A0E040640A040252AD,LATIHAN PEMANGKASAN KOPI,,,,,,
A5EB03E202F5F6A0E040640A040252AD,LATIHAN PEMASARAN HASIL PERTANIAN,,,,,,
A5EB03E202F6F6A0E040640A040252AD,LATIHAN PEMBAURAN BAGI KPPL,,,,,,
A5EB03E202F7F6A0E040640A040252AD,LATIHAN PEMBEKALAN KETERAMPILAN TEKHNIS,,,,,,
A5EB03E202F8F6A0E040640A040252AD,LATIHAN PEMBEKALAN PARA CAMAT,,,,,,
A5EB03E202FBF6A0E040640A040252AD,LATIHAN PEMBINAAN KARANG TARUNA,,,,,,
A5EB03E202F9F6A0E040640A040252AD,LATIHAN PEMBINAAN WANITA TANI,,,,,,
A5EB03E202FCF6A0E040640A040252AD,LATIHAN PEMUPUKAN BERIMBANG,,,,,,
A5EB03E202FDF6A0E040640A040252AD,LATIHAN PENANGANAN KESEHATAN HEWAN,,,,,,
A5EB03E20300F6A0E040640A040252AD,LATIHAN PENANGKAPAN IKAN,,,,,,
A5EB03E20301F6A0E040640A040252AD,LATIHAN PENCACAH DATA STATISTIK,,,,,,
A5EB03E20302F6A0E040640A040252AD,LATIHAN PENDIDIKAN K/KB,,,,,,
A5EB03E20304F6A0E040640A040252AD,LATIHAN PENGADAAN BARANG INVENT.LN.NEG,,,,,,
A5EB03E20306F6A0E040640A040252AD,LATIHAN PENGASUH BBI,,,,,,
A5EB03E20307F6A0E040640A040252AD,LATIHAN PENGAWAS OBAT HEWAN,,,,,,
A5EB03E20308F6A0E040640A040252AD,LATIHAN PENGAWASAN DAN PENGENDALIAN,,,,,,
A5EB03E20309F6A0E040640A040252AD,LATIHAN PENGELOLA OBAT DI PUSKESMAS,,,,,,
A5EB03E2030AF6A0E040640A040252AD,LATIHAN PENGELOLAAN BBI,,,,,,
A5EB03E2030BF6A0E040640A040252AD,LATIHAN PENGENDALIAN HAMA TERPADU,,,,,,
A5EB03E2030CF6A0E040640A040252AD,LATIHAN PENGKAJIAN DAMPAK LINGKUNGAN,,,,,,
A5EB03E2030EF6A0E040640A040252AD,LATIHAN PENGUJI SUSU,,,,,,
A5EB03E2030FF6A0E040640A040252AD,LATIHAN PENGULITAN,,,,,,
A5EB03E20310F6A0E040640A040252AD,LATIHAN PENINGKATAN PENGETAHUAN TEH PEG,,,,,,
A5EB03E20311F6A0E040640A040252AD,LATIHAN PENYAJIAN PROTOKER,,,,,,
A5EB03E20312F6A0E040640A040252AD,LATIHAN PENYULUH SUB SEKTOR NON PANGAN,,,,,,
A5EB03E20313F6A0E040640A040252AD,LATIHAN PENYULUHAN BAGI PPS,,,,,,
A5EB03E20314F6A0E040640A040252AD,LATIHAN PENYULUHAN PERTANIAN,,,,,,
A5EB03E20315F6A0E040640A040252AD,LATIHAN PENYULUHAN PERTANIAN SPESIALIS,,,,,,
A5EB03E20360F6A0E040640A040252AD,LATIHAN PERENC SD INPRES,,,,,,
A5EB03E20317F6A0E040640A040252AD,LATIHAN PERENCANAAN DAN PRAKTEK LAPANGAN,,,,,,
A5EB03E20379F6A0E040640A040252AD,LATIHAN PERENCANAAN PERTANIAN,,,,,,
A5EB03E2037AF6A0E040640A040252AD,LATIHAN PERENCANAAN PRODUKSI PERTANIAN,,,,,,
A5EB03E20319F6A0E040640A040252AD,LATIHAN PERENCANAAN STATISTIK KESEHATAN,,,,,,
A5EB03E2031AF6A0E040640A040252AD,LATIHAN PERENCANAAN TU PEMBANGUNAN,,,,,,
A5EB03E2037BF6A0E040640A040252AD,LATIHAN PERIKANAN AIR TAWAR,,,,,,
A5EB03E2037CF6A0E040640A040252AD,LATIHAN PERKREDITAN,,,,,,
A5EB03E2037DF6A0E040640A040252AD,LATIHAN PERKREDITAN DAN PEMASARAN,,,,,,
A5EB03E2037EF6A0E040640A040252AD,LATIHAN PERLINDUNGAN TANAMAN KOPI,,,,,,
A5EB03E2037FF6A0E040640A040252AD,LATIHAN PERLINDUNGAN TANAMAN PERKEBUNAN,,,,,,
A5EB03E20380F6A0E040640A040252AD,LATIHAN PETUGAS BENIH,,,,,,
A5EB03E20382F6A0E040640A040252AD,LATIHAN PETUGAS LBK,,,,,,
A5EB03E20383F6A0E040640A040252AD,LATIHAN PETUGAS MEDIS,,,,,,
A5EB03E20384F6A0E040640A040252AD,LATIHAN PETUGAS OPRS TRANSMIGRASI,,,,,,
A5EB03E20385F6A0E040640A040252AD,LATIHAN PETUGAS PALAWIJA,,,,,,
A5EB03E20386F6A0E040640A040252AD,LATIHAN PETUGAS PARAMEDIS/JURU SITA,,,,,,
A5EB03E20387F6A0E040640A040252AD,LATIHAN PETUGAS PENGUMPULAN DATA,,,,,,
A5EB03E20388F6A0E040640A040252AD,LATIHAN PETUGAS PERBAIKAN STATISTIK,,,,,,
A5EB03E20389F6A0E040640A040252AD,LATIHAN PETUGAS PERKEBUNAN,,,,,,
A5EB03E2038AF6A0E040640A040252AD,LATIHAN PETUGAS PERKEBUNAN / OLAH KEBUN,,,,,,
A5EB03E2038BF6A0E040640A040252AD,LATIHAN PETUGAS PERLINDUNGAN,,,,,,
A5EB03E2038CF6A0E040640A040252AD,LATIHAN PETUGAS PROYEK PKGB,,,,,,
A5EB03E2038DF6A0E040640A040252AD,LATIHAN PETUGAS TEKNIK LAPANGAN,,,,,,
A5EB03E2038EF6A0E040640A040252AD,LATIHAN PETUGAS UPP,,,,,,
A5EB03E2038FF6A0E040640A040252AD,LATIHAN PLPT,,,,,,
A5EB03E20390F6A0E040640A040252AD,LATIHAN PLPT KELAPA,,,,,,
A5EB03E20391F6A0E040640A040252AD,LATIHAN PLPT TEBU DAN KOPI,,,,,,
A5EB03E20392F6A0E040640A040252AD,LATIHAN PLPT TEMBAKAU,,,,,,
A5EB03E20393F6A0E040640A040252AD,LATIHAN PPL ANEKA USAHA TANI,,,,,,
A5EB03E20394F6A0E040640A040252AD,LATIHAN PPL/NAEP,,,,,,
A5EB03E20395F6A0E040640A040252AD,LATIHAN PPM SUPERVISOR,,,,,,
A5EB03E20396F6A0E040640A040252AD,LATIHAN PPS BD. AGRONOMI,,,,,,
A5EB03E20397F6A0E040640A040252AD,LATIHAN PPS DASAR,,,,,,
A5EB03E20398F6A0E040640A040252AD,LATIHAN PPS UNTUK PPT,,,,,,
A5EB03E20399F6A0E040640A040252AD,LATIHAN PPS UPPI,,,,,,
A5EB03E2039BF6A0E040640A040252AD,LATIHAN PRODUKSI PADI,,,,,,
A5EB03E2039DF6A0E040640A040252AD,LATIHAN PROP. PETUGAS PEMBINA PSM,,,,,,
A5EB03E2039EF6A0E040640A040252AD,LATIHAN PROTEKSI TANAMAN PERKEBUNAN,,,,,,
A5EB03E2039FF6A0E040640A040252AD,LATIHAN PROYEK MANAGEMEN SISTEM,,,,,,
A5EB03E203A1F6A0E040640A040252AD,LATIHAN PWS KB KESEHATAN,,,,,,
A5EB03E203A2F6A0E040640A040252AD,LATIHAN QUALITY KONTROL,,,,,,
A5EB03E203A3F6A0E040640A040252AD,LATIHAN REGISTRASI KEPENDUDUKAN,,,,,,
A5EB03E203A4F6A0E040640A040252AD,LATIHAN REGISTRASI PENDUDUK,,,,,,
A5EB03E203A5F6A0E040640A040252AD,LATIHAN RENDEMAN,,,,,,
A5EB03E203A6F6A0E040640A040252AD,LATIHAN SAPI PERAH,,,,,,
A5EB03E203A7F6A0E040640A040252AD,LATIHAN SATGASSOS PBA,,,,,,
A5EB03E203A8F6A0E040640A040252AD,LATIHAN SIKLUS PROGRAM PPC-A,,,,,,
A5EB03E203A9F6A0E040640A040252AD,LATIHAN SISTEM PENDIDIKAN KOMPUTER,,,,,,
A5EB03E203AAF6A0E040640A040252AD,LATIHAN STAF PENYULUHAN,,,,,,
A5EB03E203ACF6A0E040640A040252AD,LATIHAN STATISTIK,,,,,,
A5EB03E203AEF6A0E040640A040252AD,LATIHAN STRATIFIKASI BAGI TU PUSKESMAS,,,,,,
A5EB03E203AFF6A0E040640A040252AD,LATIHAN SUPERVISI,,,,,,
A5EB03E203B0F6A0E040640A040252AD,LATIHAN TANAMAN JAMUR,,,,,,
A5EB03E203B1F6A0E040640A040252AD,LATIHAN TEHNOLOGI PASCA PANEN,,,,,,
A5EB03E203B2F6A0E040640A040252AD,LATIHAN TEKNIK PEN. PROYEK,,,,,,
A5EB03E203B3F6A0E040640A040252AD,LATIHAN TEKNIS PENGENDALIAN LINGKUNGAN,,,,,,
A5EB03E203B4F6A0E040640A040252AD,LATIHAN TEKNIS PENYULUHAN,,,,,,
A5EB03E203B5F6A0E040640A040252AD,"LATIHAN TEKNIS PERAWAT, BIDAN",,,,,,
A5EB03E203B6F6A0E040640A040252AD,LATIHAN TEKNIS PERIKANAN,,,,,,
A5EB03E203B7F6A0E040640A040252AD,LATIHAN TEKNIS PERKEBUNAN,,,,,,
A5EB03E203B8F6A0E040640A040252AD,LATIHAN TEKNOLOGI KULIT,,,,,,
A5EB03E203B9F6A0E040640A040252AD,"LATIHAN TEKNOLOGI SUSU, DAGING, TELUR",,,,,,
A5EB03E203BAF6A0E040640A040252AD,LATIHAN TENAGA KEARSIPAN,,,,,,
A5EB03E203BBF6A0E040640A040252AD,LATIHAN UPGK,,,,,,
A5EB03E202CCF6A0E040640A040252AD,LAT.INST MANTAP.PENYL PEM. DESA,,,,,,
A5EB03E202CEF6A0E040640A040252AD,LAT.INST PENYELENGGARAAN PEM.DESA,,,,,,
A5EB03E20451F6A0E040640A040252AD,LAT.INTEG.ASPEK KEPEN.DL PROS.PERENC.DRH,,,,,,
A5EB03E202D9F6A0E040640A040252AD,LATJA PENYUS.INVEST.PRASARANA KATA P3KT,,,,,,
A5EB03E20456F6A0E040640A040252AD,LAT.MANAG.KEPEMIMPINAN WANITA BIKAS UKS,,,,,,
A5EB03E20461F6A0E040640A040252AD,LAT.PENGGUNAAN BHN TAMBAHAN PROYEK BIPIK,,,,,,
A5EB03E20463F6A0E040640A040252AD,LAT.PENINGK.KEMAMP.SEKWILMAT DARI MPP,,,,,,
A5EB03E20464F6A0E040640A040252AD,LAT.PERENC & PENILAIAN UPAYA KESEHATAN,,,,,,
A5EB03E2046BF6A0E040640A040252AD,LAT.REG.GAS.KES.DT II DLM UPAYA KES TRAD,,,,,,
A5EB03E20470F6A0E040640A040252AD,LAT.UPAYA KES.PEKERJA SEKTOR INFORMAL,,,,,,
A5EB03E203BEF6A0E040640A040252AD,LIMBAH RUMAH TANGGA,,,,,,
A5EB03E20490F6A0E040640A040252AD,LIT PELAK OT.NYATA&BERTANG.JWB PD DT II,,,,,,
A5EB03E203BFF6A0E040640A040252AD,LITSUS,,,,,,
A5EB03E203C0F6A0E040640A040252AD,LK3,,,,,,
A5EB03E203C1F6A0E040640A040252AD,LMLP PEMBANGUNAN DESA,,,,,,
A5EB03E203C2F6A0E040640A040252AD,LOKAKARYA MANAG.PEMBANG. SWADAYA MASY.,,,,,,
A5EB03E203C3F6A0E040640A040252AD,LPPTD,,,,,,
A5EB03E203CEF6A0E040640A040252AD,MANAG. AUDIT & SISTIM INFORMASI MANAG.,,,,,,
A5EB03E203C7F6A0E040640A040252AD,MANAGEMENT KELAPA,,,,,,
A5EB03E203C8F6A0E040640A040252AD,MANAGEMENT KELAPA UPP,,,,,,
A5EB03E203C9F6A0E040640A040252AD,MANAGEMENT KOPI,,,,,,
E67F0157EEC4EB31E050640AF10844ED,MANAGEMENT OF TRAINING,,,,,,
A5EB03E203D0F6A0E040640A040252AD,MANAGEMENT PEMBANGUNAN KOTA,,,,,,
A5EB03E203CAF6A0E040640A040252AD,MANAGEMENT PEMERINTAHAN DESA,,,,,,
A5EB03E203CBF6A0E040640A040252AD,MANAGEMENT PENDAPATAN DAERAH,,,,,,
A5EB03E203D7F6A0E040640A040252AD,MANAGEMENT PENYULUHAN PETERNAKAN,,,,,,
A5EB03E203CCF6A0E040640A040252AD,MANAGEMENT PERAIRAN UMUM,,,,,,
A5EB03E203C5F6A0E040640A040252AD,MANAGEMENT PERKOTAAN,,,,,,
A5EB03E203C6F6A0E040640A040252AD,MANAGEMENT PROYEK,,,,,,
A5EB03E203CDF6A0E040640A040252AD,MANAGEMENT USAHA TANI,,,,,,
A5EB03E203C4F6A0E040640A040252AD,MANAG.EXTEN.TRAINING COURSE DI AUSTRALIA,,,,,,
E67F0157EEC5EB31E050640AF10844ED,MANAJEMEN KESEKRETARIATAN,,,,,,
E67F0157EEC6EB31E050640AF10844ED,MANAJEMEN PELAKSANAAN KEGIATAN,,,,,,
E67F0157EEC7EB31E050640AF10844ED,MANAJEMEN PENGAWASAN,,,,,,
E67F0157EEC8EB31E050640AF10844ED,MANAJEMEN PENGELOLAAN ANGGARAN UNTUK KAJARI,,,,,,
E67F0157EEC9EB31E050640AF10844ED,MANAJEMEN PENYELIDIKAN PENYIDIKAN,,,,,,
E67F0157EECAEB31E050640AF10844ED,MANAJEMEN PERENCANAAN PROGRAM,,,,,,
E67F0157EECBEB31E050640AF10844ED,MANAJEMEN RESIKO,,,,,,
A5EB03E203CFF6A0E040640A040252AD,MANAMEMENT PADANG PENGEMBALAAN,,,,,,
A5EB03E203D1F6A0E040640A040252AD,MANDOR BINA MARGA,,,,,,
A5EB03E203D2F6A0E040640A040252AD,MAPATOA,,,,,,
A5EB03E203D3F6A0E040640A040252AD,MATA,,,,,,
A5EB03E201F7F6A0E040640A040252AD,MENGETIK,,,,,,
A5EB03E203D4F6A0E040640A040252AD,MESIN-MESIN PERTANIAN,,,,,,
A5EB03E203D5F6A0E040640A040252AD,METODOLOGI PENELITIAN,,,,,,
A5EB03E203D6F6A0E040640A040252AD,METRO PENELITIAN,,,,,,
A5EB03E203D8F6A0E040640A040252AD,MOTORIS PERIKANAN,,,,,,
A5EB03E203D9F6A0E040640A040252AD,MST (METODE SURVEY TERAPAN),,,,,,
A5EB03E203DAF6A0E040640A040252AD,MUSYAWARAH KESERASIAN SOSIAL,,,,,,
A5EB03E204F0F6A0E040640A040252AD,NAT. GAS PENGELOLA PROG.KUALITAS AIR,,,,,,
A5EB03E204E1F6A0E040640A040252AD,NAT. PENINGKATAN KA. URUSAN PEMERINTAHAN,,,,,,
A5EB03E204EAF6A0E040640A040252AD,NAT. PERENC. DAL.WAS &EVALUASI PEMBANG.,,,,,,
A5EB03E204D8F6A0E040640A040252AD,NAT.BIN PJB PEMBUAT PERATURAN PER U U AN,,,,,,
A5EB03E204B8F6A0E040640A040252AD,NAT.DIKLAT WAS KEU NEG.TINGKAT PELAKSANA,,,,,,
A5EB03E204EEF6A0E040640A040252AD,NAT.GAS PARAMEDIS MIKROSKOPIS & TB PARU,,,,,,
A5EB03E204EFF6A0E040640A040252AD,NAT.GAS PENATAR KESEHATAN MASY.PUSKESMAS,,,,,,
A5EB03E204BCF6A0E040640A040252AD,NAT.IMUN.&STUDI BANDING KASUBSI IMUNIS.,,,,,,
A5EB03E204BDF6A0E040640A040252AD,NAT.INSTRUK PEMANTAPAN PENYELENG. PEMDES,,,,,,
A5EB03E204D4F6A0E040640A040252AD,NAT.LAKS APLIKASI ADM. PENDAPATAN DRH,,,,,,
A5EB03E204D6F6A0E040640A040252AD,NAT.LAT.TEKNIS FUNG. DOKTER PUSKESMAS,,,,,,
A5EB03E204AAF6A0E040640A040252AD,NAT.MANAG.MOTIV.TRAIN.FOR PERFORME IMPR.,,,,,,
A5EB03E204D5F6A0E040640A040252AD,NAT.PELATIH INSTRUK.PENYELENGGARA DESA,,,,,,
A5EB03E204D7F6A0E040640A040252AD,NAT.PEMANTAPAN PELAKSANAAN WAJIB BELAJAR,,,,,,
A5EB03E204DAF6A0E040640A040252AD,NAT.PENENTUAN PERED.PEMBAGIAN DR TERPADU,,,,,,
A5EB03E204E2F6A0E040640A040252AD,NAT.PENING.KETRAMP KERJA APR BIN SOSPOL,,,,,,
A5EB03E204E5F6A0E040640A040252AD,NAT.PENYUSUNAN DESAIN&EVAL PROY LAT PKKT,,,,,,
A5EB03E204E6F6A0E040640A040252AD,NAT.PERAD HUK DIBERLAKUKAN U U NO.5/1986,,,,,,
A5EB03E204EBF6A0E040640A040252AD,NAT.PERENC.PADU PEMBANG.KOMP.HANKAM NEG.,,,,,,
A5EB03E204FEF6A0E040640A040252AD,NAT.SISTEM JARINGAN DOK.&INFORMASI HUKUM,,,,,,
A5EB03E204DBF6A0E040640A040252AD,NAT.WAS PARA PJB PENGURUS FUNG.DATI I/II,,,,,,
A5EB03E203DBF6A0E040640A040252AD,NET WORK PLAINING IV,,,,,,
A5EB03E203DCF6A0E040640A040252AD,O DAN M,,,,,,
A5EB03E203DDF6A0E040640A040252AD,O DAN M JARINGAN AIR BERSIH,,,,,,
A5EB03E203DEF6A0E040640A040252AD,OB FARM WATRO USE WATU MANAG TRAIN.& DEV,,,,,,
A5EB03E203DFF6A0E040640A040252AD,ON FARM WATER USE,,,,,,
A5EB03E203E0F6A0E040640A040252AD,ORGANISASI DAN MANAGEMENT PERPAJAKAN,,,,,,
A5EB03E203E8F6A0E040640A040252AD,ORIENT. PEMBG.DT.II TERPADU,,,,,,
A5EB03E203E1F6A0E040640A040252AD,ORIENTASI ADM. KEPENDUDUKAN,,,,,,
A5EB03E203E2F6A0E040640A040252AD,ORIENTASI LMD,,,,,,
A5EB03E203E3F6A0E040640A040252AD,ORIENTASI MANAGEMENT LPDT,,,,,,
A5EB03E203E4F6A0E040640A040252AD,ORIENTASI PEMBANGUNAN,,,,,,
A5EB03E203E5F6A0E040640A040252AD,ORIENTASI PERPUSTAKAAN,,,,,,
A5EB03E203E6F6A0E040640A040252AD,ORIENTASI PPL,,,,,,
A5EB03E203E7F6A0E040640A040252AD,ORIENTASI PROG. PENGHIJAUAN,,,,,,
A5EB03E203E9F6A0E040640A040252AD,P2 KUSTA,,,,,,
A5EB03E203EAF6A0E040640A040252AD,P2LPK,,,,,,
A5EB03E203EBF6A0E040640A040252AD,P2M,,,,,,
A5EB03E203ECF6A0E040640A040252AD,P5D,,,,,,
A5EB03E203EDF6A0E040640A040252AD,PAFPACK,,,,,,
A5EB03E203EEF6A0E040640A040252AD,PANGAN DAN GIZI,,,,,,
A5EB03E203EFF6A0E040640A040252AD,PANT. APARAT PENGEL. PEMB. KOTA,,,,,,
A5EB03E203F0F6A0E040640A040252AD,PATOLOGI ANATOMI,,,,,,
A5EB03E203F1F6A0E040640A040252AD,PCC - BP3KT,,,,,,
A5EB03E203F2F6A0E040640A040252AD,PDD,,,,,,
A5EB03E203F3F6A0E040640A040252AD,PDE,,,,,,
A5EB03E20447F6A0E040640A040252AD,PEJABAT INTI PROYEK,,,,,,
A5EB03E2026BF6A0E040640A040252AD,PELAKSANA SIPIL UMUM,,,,,,
A5EB03E20448F6A0E040640A040252AD,PELAKSANAAN SISTEM UDKP,,,,,,
A5EB03E2044CF6A0E040640A040252AD,PELAT. ACTION GROUP,,,,,,
A5EB03E2044DF6A0E040640A040252AD,PELAT. ANTENATAL CARE PERAWAT PUSKESMAS,,,,,,
A5EB03E2044EF6A0E040640A040252AD,PELAT. AYAM BOILER/LAYUR,,,,,,
A5EB03E20450F6A0E040640A040252AD,PELAT. DOKTER PUSKESMAS,,,,,,
A5EB03E20452F6A0E040640A040252AD,PELAT. ISK-UDKP PEMBINA TEKNIS KPD-LKMD,,,,,,
A5EB03E20453F6A0E040640A040252AD,PELAT. KEPALA PERIKANAN SE INDONESIA,,,,,,
A5EB03E20454F6A0E040640A040252AD,PELAT. KEPEMIMPINAN AMPI,,,,,,
A5EB03E20455F6A0E040640A040252AD,PELAT. KHUSUS PENCABUTAN IMPLAN,,,,,,
A5EB03E20457F6A0E040640A040252AD,PELAT. METODOLOGI,,,,,,
A5EB03E20458F6A0E040640A040252AD,PELAT. PELATIH PDT,,,,,,
A5EB03E20459F6A0E040640A040252AD,PELAT. PEMBENIHAN KAKAP PUTIH,,,,,,
A5EB03E2045AF6A0E040640A040252AD,PELAT. PEMBERANTASAN DBD,,,,,,
